Image,actual_shape,predicted_shape,generated_caption,Description
Synagrops_japonicus_Sp10_R (12).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (13).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (14).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (15).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (16).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (17).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (18).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (19).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (2).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (20).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (21).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (22).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (3).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (4).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (5).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (6).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (7).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (8).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (9).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith.Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (1).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (10).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (11).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (12).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (13).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (14).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (15).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (16).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (17).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (18).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (19).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (2).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (20).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (21).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (22).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (23).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (24).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (25).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (26).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (3).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (4).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
