Image,actual_shape,predicted_shape,generated_caption,Description
Synagrops_japonicus_Sp10_L (26).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_L (3).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_L (4).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, sinuate to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_L (5).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, sinuate to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_L (6).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, sinuate to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_L (7).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, sinuate to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_L (8).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, sinuate to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_L (9).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, entire dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (1).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (10).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (11).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (12).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (13).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (14).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (15).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (16).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (17).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (18).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (19).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (2).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (20).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (21).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (22).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular to blunt.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (3).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (4).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (5).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: Irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (6).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (7).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (8).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp10_R (9).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (1).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (10).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (11).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (12).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (13).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (14).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (15).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (16).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (17).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (18).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (19).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (2).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
