Image,actual_label,predicted_label,generated_caption,Description,anterior_gt_raw,anterior_gen_raw,CER
Polymixia fusca_Sp6_R (8).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, curved, markedly curved from the middle region, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, curved, markedly curved from the middle region, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round","angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch","angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch",0.2740740740740741
Polymixia fusca_Sp6_R (9).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, curved, markedly curved from the middle region, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, curved, markedly curved from the middle region, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round","angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch","angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch",0.2740740740740741
Psenopsis sp_Sp4_R (10).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (11).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (12).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (13).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (14).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (15).tif,Psenopsis sp,Satyrichthys laticeps,"Type: Sagittal. Side: Right otolith. Shape: elliptical, crenate to lobbed dorsal and ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined. Posterior region: slightly double peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","angled, rostrum and antirostrum poorly defined",0.625
Psenopsis sp_Sp4_R (5).tif,Psenopsis sp,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, crenate to lobbed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: angled to irregular, rostrum and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","angled to irregular, rostrum and antirostrum blunt, excisura narrow with shallow, acute notch",0.375
Psenopsis sp_Sp4_R (6).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, lobed to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (7).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (8).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
Psenopsis sp_Sp4_R (9).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked.","blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch","peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch",0.32142857142857145
AE25R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla arabica,"Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round.","Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum angled, excisura wide with acute deep notch. Posterior region: round.","double-peaked, rostrum peaked and antirostrum angled, excisura wide with acute deep notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch",0.3707865168539326
AE41R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla macrorhynchus,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum angled, excisura wide with acute deep notch. Posterior region: double-peaked.","double-peaked, rostrum peaked and antirostrum angled, excisura wide with acute deep notch","double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch",0.39325842696629215
AE42 1.6XDORSAL3.tif,Pterygotrigla arabica,Pterygotrigla macrorhynchus,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum peaked, excisura wide with acute deep notch. Posterior region: double-peaked.","double-peaked, rostrum peaked and antirostrum peaked, excisura wide with acute deep notch","double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch",0.43820224719101125
AE44R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla arabica,"Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch. Posterior region: round.","Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum peaked, excisura wide with acute moderately deep notch. Posterior region: angled.","double-peaked, rostrum angled and antirostrum peaked, excisura wide with acute moderately deep notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch",0.34
AE58R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla macrorhynchus,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate to crenate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum peaked, excisura moderately wide with acute moderately deep notch. Posterior region: round.","double-peaked, rostrum angled and antirostrum peaked, excisura moderately wide with acute moderately deep notch","double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch",0.1981981981981982
AE62L 1.6X.tif,Pterygotrigla arabica,Pterygotrigla arabica,"Type: Sagittal. Side: right otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum peaked, excisura moderately wide with acute moderately deep notch. Posterior region: round to double-peaked.","double-peaked, rostrum angled and antirostrum peaked, excisura moderately wide with acute moderately deep notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch",0.32432432432432434
AE62R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla arabica,"Type: Sagittal. Side: right otolith. Shape: discoidal, sinuate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch. Posterior region: round.","Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum peaked, excisura moderately wide with acute moderately deep notch. Posterior region: round .","double-peaked, rostrum peaked and antirostrum peaked, excisura moderately wide with acute moderately deep notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch",0.27927927927927926
AE67 1.6XDORSAL.tif,Pterygotrigla arabica,Pterygotrigla arabica,"Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and crenate ventral margins. Sulcus acusticus: not clear in image, ostial, supramedian. Ostium: not clear in image. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch. Posterior region: round.","Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum angled, excisura moderately wide with acute moderately deep notch. Posterior region: angled.","double-peaked, rostrum angled and antirostrum angled, excisura moderately wide with acute moderately deep notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch",0.2882882882882883
AE67R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla arabica,"Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch. Posterior region: round.","Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum angled, excisura moderately wide with acute moderately deep notch. Posterior region: double-peaked.","double-peaked, rostrum angled and antirostrum angled, excisura moderately wide with acute moderately deep notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide, deep notch",0.2882882882882883
Pterygotrigla hemisticta_Sp9_R (1).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Discoidal. sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep wide notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Discoidal, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch. Posterior region:  round.","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep wide notch",0.10476190476190476
Pterygotrigla hemisticta_Sp9_R (10).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately wide acute notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately wide acute notch",0.20588235294117646
Pterygotrigla hemisticta_Sp9_R (11).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum round and antirostrum pointed, excisura moderately narrow with deep acute notch",0.029411764705882353
Pterygotrigla hemisticta_Sp9_R (12).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with acute, deep notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with acute, deep notch",0.18627450980392157
Pterygotrigla hemisticta_Sp9_R (13).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum round and antirostrum pointed, excisura moderately narrow with deep acute notch",0.029411764705882353
Pterygotrigla hemisticta_Sp9_R (14).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately wide acute notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately wide acute notch",0.20588235294117646
Pterygotrigla hemisticta_Sp9_R (15).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum blunt, excisura moderately wide with acute, deep notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum and antirostrum blunt, excisura moderately wide with acute, deep notch",0.2647058823529412
Pterygotrigla hemisticta_Sp9_R (16).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch",0.3431372549019608
